10,1.3414400219917297
20,1.4335989952087402
30,8.814503014087677
40,15.57972601056099
50,22.195616990327835
60,37.66270399093628
70,37.92297098040581
80,55.261417001485825
90,80.65447199344635
100,113.15920498967171
110,144.19577899575233
120,183.0326679944992
130,396.5498049855232
140,380.01562398672104
150,386.40111500024796
160,462.5691889822483
170,557.6821089982986
180,642.7815929949284
190,759.7231959998608
200,939.1876519918442
210,1034.267292022705
220,1174.873097985983
230,1342.623427003622
240,1534.1872919797897
250,1748.169067978859
260,1957.6682849824429
270,2187.3949069976807
280,2440.0557059943676
290,2791.4595020115376
300,3095.7708390057087
310,3412.339877009392
320,3782.8566260039806
330,4088.1591089963913
340,4604.421288996935
350,4959.133884012699
360,5513.38943400979
370,6045.9080329835415
380,6410.986490994692
390,7031.392412990332
400,7641.743085980415
410,8253.159572005272
420,8927.33016398549
430,9778.47902700305
440,10055.657790005207
450,10688.7642929852
460,11426.274803996086
470,12357.476967990398
480,17174.501044988632
490,14434.62722799182
500,15293.593901991844
510,17714.8839610219
520,16544.93075400591
530,17038.6696369946
540,18515.356793016195
550,19677.864243984222
560,21527.669108986855
570,21926.35736501217
580,23147.209324002266
590,24797.45032697916
600,25151.61380198598
610,27012.99498102069
620,28905.462226986885
630,29303.7865370214
640,32584.980231016874
650,32622.013173997402
660,33626.587038993835
670,36032.90878599882
680,37421.43470001221
690,39360.43760702014
700,40503.84789201617
710,43520.26217800379
720,44233.355847001076
730,47200.682153999805
740,48377.37413200736
750,52194.03895699978
760,52756.13109099865
770,57939.310958981514
780,56047.44531300664
790,60175.42861798406
800,60882.65562400222
810,64277.53844201565
820,65559.66056099534
830,71661.73881098628
840,71192.25677201152
850,75876.62042599916
860,75909.40974500775
870,78341.43430700898
880,83720.57910600305
890,85466.71510702372
900,89183.23917499185
910,92234.07989999652
920,97088.66044199467
930,99202.20919400454
940,102445.75938400626
950,105468.32790699601
960,108794.72776800394
970,112466.87468099594
980,116044.49704697728
990,119870.73242899776
1000,123812.03805300593
